Element, r.pixels[0].x, r.pixels[0].y, r.pixels[0].z, r.pixels[0].w, r.pixels[1].x, r.pixels[1].y, r.pixels[1].z, r.pixels[1].w, r.pixels[2].x, r.pixels[2].y, r.pixels[2].z, r.pixels[2].w, r.pixels[3].x, r.pixels[3].y, r.pixels[3].z, r.pixels[3].w, r.pixels[4].x, r.pixels[4].y, r.pixels[4].z, r.pixels[4].w, r.pixels[5].x, r.pixels[5].y, r.pixels[5].z, r.pixels[5].w, r.pixels[6].x, r.pixels[6].y, r.pixels[6].z, r.pixels[6].w, r.pixels[7].x, r.pixels[7].y, r.pixels[7].z, r.pixels[7].w, r.pixels[8].x, r.pixels[8].y, r.pixels[8].z, r.pixels[8].w, r.pixels[9].x, r.pixels[9].y, r.pixels[9].z, r.pixels[9].w, r.pixels[10].x, r.pixels[10].y, r.pixels[10].z, r.pixels[10].w, r.pixels[11].x, r.pixels[11].y, r.pixels[11].z, r.pixels[11].w, r.pixels[12].x, r.pixels[12].y, r.pixels[12].z, r.pixels[12].w, r.pixels[13].x, r.pixels[13].y, r.pixels[13].z, r.pixels[13].w, r.pixels[14].x, r.pixels[14].y, r.pixels[14].z, r.pixels[14].w, r.pixels[15].x, r.pixels[15].y, r.pixels[15].z, r.pixels[15].w, r.pixels[16].x, r.pixels[16].y, r.pixels[16].z, r.pixels[16].w, r.pixels[17].x, r.pixels[17].y, r.pixels[17].z, r.pixels[17].w, r.pixels[18].x, r.pixels[18].y, r.pixels[18].z, r.pixels[18].w, r.pixels[19].x, r.pixels[19].y, r.pixels[19].z, r.pixels[19].w, r.pixels[20].x, r.pixels[20].y, r.pixels[20].z, r.pixels[20].w, r.pixels[21].x, r.pixels[21].y, r.pixels[21].z, r.pixels[21].w, r.pixels[22].x, r.pixels[22].y, r.pixels[22].z, r.pixels[22].w, r.pixels[23].x, r.pixels[23].y, r.pixels[23].z, r.pixels[23].w, r.pixels[24].x, r.pixels[24].y, r.pixels[24].z, r.pixels[24].w, r.pixels[25].x, r.pixels[25].y, r.pixels[25].z, r.pixels[25].w, r.pixels[26].x, r.pixels[26].y, r.pixels[26].z, r.pixels[26].w, r.pixels[27].x, r.pixels[27].y, r.pixels[27].z, r.pixels[27].w, r.pixels[28].x, r.pixels[28].y, r.pixels[28].z, r.pixels[28].w, r.pixels[29].x, r.pixels[29].y, r.pixels[29].z, r.pixels[29].w, r.pixels[30].x, r.pixels[30].y, r.pixels[30].z, r.pixels[30].w, r.pixels[31].x, r.pixels[31].y, r.pixels[31].z, r.pixels[31].w
18,  0.00,  0.87195,  0.00,  0.00,  0.00,  0.87195,  0.00,  0.00,  0.00,  0.87195,  0.00,  0.00,  0.00,  0.87195,  0.00,  0.00,  0.00,  0.87195,  0.00,  0.00,  0.00,  0.87097,  0.00,  0.00,  0.00,  0.87097,  0.00,  0.00,  0.00,  0.87097,  0.00,  0.00,  0.00,  0.86999,  0.00,  0.00,  0.00,  0.86901,  0.00,  0.00,  0.00,  0.86804,  0.00,  0.00,  0.00,  0.86608,  0.00,  0.00,  0.26979,  0.86413,  0.00,  0.00,  0.40274,  0.86119,  0.00,  0.00,  0.51711,  0.85728,  0.00,  0.00,  0.61584,  0.85337,  0.00,  0.00,  0.70283,  0.84848,  0.00,  0.00,  0.7781,  0.8436,  0.00,  0.00,  0.84262,  0.83773,  0.00,  0.00,  0.89638,  0.83089,  0.00,  0.00,  0.93842,  0.82307,  0.00,  0.00,  0.97263,  0.81232,  0.00,  0.00,  1.00,  0.79668,  0.00,  0.00,  1.00,  0.77224,  0.00,  0.00,  1.00,  0.73216,  0.00,  0.00,  1.00,  0.652,  0.13001,  0.00,  1.00,  0.43304,  0.25709,  0.00,  1.00,  0.50929,  0.33724,  0.00,  1.00,  0.61681,  0.42424,  0.00,  1.00,  0.70088,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81525,  0.68915,  0.00
19,  0.00,  0.91789,  0.00,  0.00,  0.00,  0.91789,  0.00,  0.00,  0.00,  0.91789,  0.00,  0.00,  0.00,  0.91691,  0.00,  0.00,  0.00,  0.91691,  0.00,  0.00,  0.00,  0.91691,  0.00,  0.00,  0.00,  0.91691,  0.00,  0.00,  0.00,  0.91593,  0.00,  0.00,  0.00,  0.91593,  0.00,  0.00,  0.00,  0.91496,  0.00,  0.00,  0.00,  0.913,  0.00,  0.00,  0.00,  0.91202,  0.00,  0.00,  0.19941,  0.91007,  0.00,  0.00,  0.37048,  0.90714,  0.00,  0.00,  0.49658,  0.90323,  0.00,  0.00,  0.6002,  0.89932,  0.00,  0.00,  0.68817,  0.89541,  0.00,  0.00,  0.76344,  0.89052,  0.00,  0.00,  0.82698,  0.88563,  0.00,  0.00,  0.88074,  0.88074,  0.00,  0.00,  0.92278,  0.87488,  0.00,  0.00,  0.95601,  0.86804,  0.00,  0.00,  0.9824,  0.85924,  0.00,  0.00,  1.00,  0.84751,  0.00,  0.00,  1.00,  0.82893,  0.00,  0.00,  1.00,  0.79765,  0.09971,  0.00,  1.00,  0.73412,  0.2219,  0.00,  1.00,  0.5523,  0.33431,  0.00,  1.00,  0.61681,  0.42424,  0.00,  1.00,  0.70088,  0.51808,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81525,  0.68915,  0.00
20,  0.00,  0.9521,  0.00,  0.00,  0.00,  0.9521,  0.00,  0.00,  0.00,  0.9521,  0.00,  0.00,  0.00,  0.95112,  0.00,  0.00,  0.00,  0.95112,  0.00,  0.00,  0.00,  0.95112,  0.00,  0.00,  0.00,  0.95112,  0.00,  0.00,  0.00,  0.95015,  0.00,  0.00,  0.00,  0.95015,  0.00,  0.00,  0.00,  0.94917,  0.00,  0.00,  0.00,  0.94721,  0.00,  0.00,  0.00,  0.94624,  0.00,  0.00,  0.13587,  0.94428,  0.00,  0.00,  0.34897,  0.94135,  0.00,  0.00,  0.48289,  0.93744,  0.00,  0.00,  0.58944,  0.93451,  0.00,  0.00,  0.67742,  0.9306,  0.00489,  0.00,  0.75269,  0.92571,  0.03519,  0.00,  0.81525,  0.9218,  0.06745,  0.00,  0.86608,  0.91789,  0.0958,  0.00,  0.90811,  0.913,  0.11828,  0.00,  0.94135,  0.90811,  0.13196,  0.00,  0.96579,  0.90323,  0.13392,  0.00,  0.98631,  0.89638,  0.13099,  0.00,  1.00,  0.88759,  0.13978,  0.00,  1.00,  0.87292,  0.16911,  0.00,  1.00,  0.84848,  0.22776,  0.00,  1.00,  0.79765,  0.32063,  0.00,  1.00,  0.65298,  0.42229,  0.00,  1.00,  0.70088,  0.51808,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81525,  0.68915,  0.00
21,  0.00,  0.97458,  0.14565,  0.00,  0.00,  0.97458,  0.14565,  0.00,  0.00,  0.97458,  0.14565,  0.00,  0.00,  0.97458,  0.14663,  0.00,  0.00,  0.97458,  0.14663,  0.00,  0.00,  0.97361,  0.14663,  0.00,  0.00,  0.97361,  0.14761,  0.00,  0.00,  0.97263,  0.14761,  0.00,  0.00,  0.97263,  0.14858,  0.00,  0.00,  0.97165,  0.14956,  0.00,  0.00,  0.97067,  0.15054,  0.00,  0.00,  0.96872,  0.15249,  0.00,  0.2522,  0.96676,  0.15445,  0.00,  0.39589,  0.96481,  0.15836,  0.00,  0.50635,  0.96188,  0.16325,  0.00,  0.6002,  0.95797,  0.17009,  0.00,  0.68035,  0.95503,  0.17889,  0.00,  0.74976,  0.95112,  0.19062,  0.00,  0.80841,  0.94721,  0.20626,  0.00,  0.85631,  0.94428,  0.22385,  0.00,  0.89638,  0.94037,  0.24242,  0.00,  0.92864,  0.93646,  0.26002,  0.00,  0.95406,  0.93255,  0.27175,  0.00,  0.97263,  0.92864,  0.2737,  0.00,  0.98827,  0.92375,  0.27077,  0.00,  1.00,  0.91691,  0.27566,  0.00,  1.00,  0.90518,  0.29521,  0.00,  1.00,  0.88563,  0.34115,  0.00,  1.00,  0.84555,  0.42424,  0.00,  1.00,  0.73021,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81525,  0.68915,  0.00
22,  0.00,  0.98827,  0.28446,  0.00,  0.00,  0.98827,  0.28446,  0.00,  0.00,  0.98729,  0.28446,  0.00,  0.00,  0.98729,  0.28446,  0.00,  0.00,  0.98729,  0.28446,  0.00,  0.00,  0.98729,  0.28543,  0.00,  0.00,  0.98729,  0.28543,  0.00,  0.00,  0.98631,  0.28543,  0.00,  0.00,  0.98631,  0.28641,  0.00,  0.01955,  0.98534,  0.28641,  0.00,  0.20626,  0.98436,  0.28739,  0.00,  0.30987,  0.98338,  0.28837,  0.00,  0.39883,  0.98143,  0.29032,  0.00,  0.47996,  0.97947,  0.29228,  0.00,  0.55718,  0.97654,  0.29521,  0.00,  0.62854,  0.97458,  0.29912,  0.00,  0.69501,  0.97165,  0.30499,  0.00,  0.75464,  0.96872,  0.31183,  0.00,  0.80645,  0.96481,  0.3216,  0.00,  0.85142,  0.96188,  0.33431,  0.00,  0.88856,  0.95894,  0.34995,  0.00,  0.91887,  0.95601,  0.36657,  0.00,  0.9433,  0.95308,  0.38123,  0.00,  0.96188,  0.95015,  0.39198,  0.00,  0.97654,  0.94721,  0.39394,  0.00,  0.98827,  0.9433,  0.39101,  0.00,  0.99804,  0.93744,  0.39394,  0.00,  1.00,  0.92864,  0.41056,  0.00,  1.00,  0.913,  0.45161,  0.00,  1.00,  0.87977,  0.52786,  0.00,  1.00,  0.78886,  0.60997,  0.00,  1.00,  0.81525,  0.68915,  0.00
23,  0.26295,  0.99413,  0.40567,  0.00,  0.26686,  0.99413,  0.40567,  0.00,  0.27273,  0.99413,  0.40567,  0.00,  0.27957,  0.99413,  0.40567,  0.00,  0.29032,  0.99413,  0.40567,  0.00,  0.30205,  0.99413,  0.40567,  0.00,  0.31867,  0.99316,  0.40567,  0.00,  0.3392,  0.99316,  0.40665,  0.00,  0.36364,  0.99316,  0.40665,  0.00,  0.39296,  0.99218,  0.40665,  0.00,  0.42815,  0.9912,  0.40762,  0.00,  0.46823,  0.99022,  0.4086,  0.00,  0.5132,  0.98925,  0.40958,  0.00,  0.56207,  0.98729,  0.41056,  0.00,  0.6129,  0.98631,  0.41251,  0.00,  0.66569,  0.98338,  0.41544,  0.00,  0.7175,  0.98143,  0.41935,  0.00,  0.7654,  0.97947,  0.42424,  0.00,  0.81036,  0.97654,  0.43109,  0.00,  0.85044,  0.97361,  0.44086,  0.00,  0.88368,  0.97067,  0.45259,  0.00,  0.91202,  0.96872,  0.46628,  0.00,  0.93451,  0.96579,  0.48094,  0.00,  0.95308,  0.96285,  0.49462,  0.00,  0.96676,  0.9609,  0.5044,  0.00,  0.97752,  0.95797,  0.50538,  0.00,  0.98631,  0.95601,  0.50244,  0.00,  0.99413,  0.95112,  0.50538,  0.00,  1.00,  0.94428,  0.52004,  0.00,  1.00,  0.93157,  0.55718,  0.00,  1.00,  0.90518,  0.62366,  0.00,  1.00,  0.83284,  0.69013,  0.00
24,  0.49071,  0.99609,  0.51711,  0.00,  0.49267,  0.99609,  0.51711,  0.00,  0.49462,  0.99609,  0.51711,  0.00,  0.49658,  0.99609,  0.51711,  0.00,  0.50049,  0.99609,  0.51711,  0.00,  0.5044,  0.99511,  0.51711,  0.00,  0.51124,  0.99511,  0.51711,  0.00,  0.51906,  0.99511,  0.51808,  0.00,  0.52884,  0.99511,  0.51808,  0.00,  0.54252,  0.99413,  0.51808,  0.00,  0.56012,  0.99413,  0.51808,  0.00,  0.58065,  0.99316,  0.51906,  0.00,  0.60606,  0.99218,  0.52004,  0.00,  0.63539,  0.9912,  0.52102,  0.00,  0.6696,  0.99022,  0.52199,  0.00,  0.70577,  0.98827,  0.52395,  0.00,  0.74389,  0.98631,  0.52688,  0.00,  0.78201,  0.98436,  0.52981,  0.00,  0.81818,  0.9824,  0.5347,  0.00,  0.85239,  0.98045,  0.54154,  0.00,  0.88172,  0.97752,  0.54936,  0.00,  0.90714,  0.97556,  0.56012,  0.00,  0.92864,  0.97361,  0.57283,  0.00,  0.94526,  0.97067,  0.58651,  0.00,  0.95894,  0.96872,  0.59824,  0.00,  0.9697,  0.96676,  0.60606,  0.00,  0.97752,  0.96481,  0.60704,  0.00,  0.98436,  0.96285,  0.60508,  0.00,  0.99022,  0.95992,  0.60704,  0.00,  0.99609,  0.95406,  0.61975,  0.00,  1.00,  0.94428,  0.64907,  0.00,  1.00,  0.92278,  0.70186,  0.00
25,  0.62072,  0.99413,  0.61779,  0.00,  0.62072,  0.99413,  0.61779,  0.00,  0.6217,  0.99413,  0.61779,  0.00,  0.62366,  0.99413,  0.61779,  0.00,  0.62463,  0.99413,  0.61779,  0.00,  0.62757,  0.99413,  0.61779,  0.00,  0.6305,  0.99413,  0.61779,  0.00,  0.63441,  0.99413,  0.61779,  0.00,  0.6393,  0.99413,  0.61779,  0.00,  0.64712,  0.99316,  0.61779,  0.00,  0.65591,  0.99316,  0.61877,  0.00,  0.66764,  0.99218,  0.61877,  0.00,  0.68231,  0.99218,  0.61877,  0.00,  0.6999,  0.9912,  0.61975,  0.00,  0.72141,  0.99022,  0.62072,  0.00,  0.74585,  0.98925,  0.6217,  0.00,  0.77322,  0.98729,  0.62366,  0.00,  0.80156,  0.98631,  0.62561,  0.00,  0.82991,  0.98436,  0.62854,  0.00,  0.85728,  0.9824,  0.63245,  0.00,  0.8827,  0.98045,  0.63734,  0.00,  0.90518,  0.97849,  0.64418,  0.00,  0.92473,  0.97654,  0.65298,  0.00,  0.94037,  0.97556,  0.66276,  0.00,  0.95308,  0.97361,  0.67351,  0.00,  0.96285,  0.97165,  0.68231,  0.00,  0.97067,  0.9697,  0.68915,  0.00,  0.97654,  0.96872,  0.69013,  0.00,  0.9824,  0.96676,  0.68817,  0.00,  0.98631,  0.96481,  0.68915,  0.00,  0.99022,  0.95992,  0.69892,  0.00,  0.99413,  0.9521,  0.72239,  0.00
26,  0.71065,  0.9912,  0.69795,  0.00,  0.71065,  0.9912,  0.69795,  0.00,  0.71163,  0.9912,  0.69795,  0.00,  0.71163,  0.9912,  0.69795,  0.00,  0.71261,  0.9912,  0.69795,  0.00,  0.71456,  0.9912,  0.69795,  0.00,  0.71554,  0.9912,  0.69795,  0.00,  0.7175,  0.9912,  0.69795,  0.00,  0.72043,  0.9912,  0.69795,  0.00,  0.72434,  0.9912,  0.69795,  0.00,  0.73021,  0.99022,  0.69795,  0.00,  0.73705,  0.99022,  0.69892,  0.00,  0.74487,  0.99022,  0.69892,  0.00,  0.75562,  0.98925,  0.69892,  0.00,  0.76931,  0.98827,  0.6999,  0.00,  0.78495,  0.98827,  0.6999,  0.00,  0.80352,  0.98729,  0.70088,  0.00,  0.82307,  0.98534,  0.70283,  0.00,  0.84457,  0.98436,  0.70381,  0.00,  0.86608,  0.98338,  0.70674,  0.00,  0.88661,  0.98143,  0.70968,  0.00,  0.90616,  0.98045,  0.71359,  0.00,  0.92278,  0.97849,  0.71848,  0.00,  0.93646,  0.97752,  0.72532,  0.00,  0.94819,  0.97556,  0.73314,  0.00,  0.95797,  0.97361,  0.74194,  0.00,  0.96579,  0.97263,  0.74878,  0.00,  0.97165,  0.97165,  0.75367,  0.00,  0.97556,  0.97067,  0.75464,  0.00,  0.97947,  0.9697,  0.75269,  0.00,  0.9824,  0.96774,  0.75464,  0.00,  0.98534,  0.96383,  0.76149,  0.00
27,  0.77713,  0.98827,  0.76149,  0.00,  0.77713,  0.98827,  0.76149,  0.00,  0.77713,  0.98827,  0.76149,  0.00,  0.77713,  0.98827,  0.76149,  0.00,  0.7781,  0.98827,  0.76149,  0.00,  0.77908,  0.98827,  0.76149,  0.00,  0.77908,  0.98729,  0.76149,  0.00,  0.78104,  0.98729,  0.76149,  0.00,  0.78201,  0.98729,  0.76149,  0.00,  0.78495,  0.98729,  0.76149,  0.00,  0.7869,  0.98729,  0.76149,  0.00,  0.79081,  0.98729,  0.76149,  0.00,  0.7957,  0.98729,  0.76149,  0.00,  0.80254,  0.98631,  0.76149,  0.00,  0.81036,  0.98631,  0.76246,  0.00,  0.82014,  0.98534,  0.76246,  0.00,  0.83187,  0.98534,  0.76246,  0.00,  0.84555,  0.98436,  0.76344,  0.00,  0.86119,  0.98338,  0.76442,  0.00,  0.87683,  0.9824,  0.76637,  0.00,  0.89247,  0.98143,  0.76735,  0.00,  0.90811,  0.98045,  0.77028,  0.00,  0.92278,  0.97849,  0.77322,  0.00,  0.93548,  0.97752,  0.77713,  0.00,  0.94526,  0.97654,  0.78299,  0.00,  0.95406,  0.97556,  0.78886,  0.00,  0.96188,  0.97361,  0.7957,  0.00,  0.96676,  0.97263,  0.80156,  0.00,  0.97165,  0.97165,  0.80547,  0.00,  0.97458,  0.97067,  0.80547,  0.00,  0.97752,  0.97067,  0.8045,  0.00,  0.97947,  0.96872,  0.80547,  0.00
28,  0.826,  0.98436,  0.81036,  0.00,  0.826,  0.98436,  0.81036,  0.00,  0.826,  0.98436,  0.81036,  0.00,  0.826,  0.98436,  0.81036,  0.00,  0.82698,  0.98436,  0.81036,  0.00,  0.82698,  0.98436,  0.81036,  0.00,  0.82698,  0.98436,  0.81036,  0.00,  0.82796,  0.98436,  0.81036,  0.00,  0.82893,  0.98436,  0.81036,  0.00,  0.82991,  0.98436,  0.81036,  0.00,  0.83187,  0.98436,  0.81036,  0.00,  0.83382,  0.98436,  0.81134,  0.00,  0.83675,  0.98338,  0.81134,  0.00,  0.84066,  0.98338,  0.81134,  0.00,  0.84555,  0.98338,  0.81134,  0.00,  0.85142,  0.98338,  0.81134,  0.00,  0.85826,  0.9824,  0.81134,  0.00,  0.86706,  0.9824,  0.81232,  0.00,  0.87781,  0.98143,  0.81232,  0.00,  0.88856,  0.98045,  0.81329,  0.00,  0.90127,  0.97947,  0.81427,  0.00,  0.913,  0.97947,  0.81623,  0.00,  0.92473,  0.97849,  0.81818,  0.00,  0.93548,  0.97752,  0.82014,  0.00,  0.94428,  0.97654,  0.82307,  0.00,  0.9521,  0.97556,  0.82796,  0.00,  0.95894,  0.97458,  0.83187,  0.00,  0.96383,  0.97361,  0.83773,  0.00,  0.96774,  0.97263,  0.84164,  0.00,  0.97067,  0.97165,  0.84457,  0.00,  0.97361,  0.97165,  0.84555,  0.00,  0.97556,  0.97067,  0.84457,  0.00
29,  0.86315,  0.98143,  0.84946,  0.00,  0.86315,  0.98143,  0.84946,  0.00,  0.86315,  0.98143,  0.84946,  0.00,  0.86315,  0.98143,  0.84946,  0.00,  0.86315,  0.98143,  0.84946,  0.00,  0.86315,  0.98143,  0.84946,  0.00,  0.86315,  0.98143,  0.84946,  0.00,  0.86413,  0.98143,  0.84946,  0.00,  0.86413,  0.98143,  0.84946,  0.00,  0.8651,  0.98143,  0.84946,  0.00,  0.86608,  0.98143,  0.84946,  0.00,  0.86706,  0.98143,  0.84946,  0.00,  0.86901,  0.98143,  0.84946,  0.00,  0.87097,  0.98045,  0.84946,  0.00,  0.8739,  0.98045,  0.84946,  0.00,  0.87683,  0.98045,  0.84946,  0.00,  0.88172,  0.98045,  0.84946,  0.00,  0.88759,  0.97947,  0.85044,  0.00,  0.89345,  0.97947,  0.85044,  0.00,  0.90127,  0.97849,  0.85044,  0.00,  0.91007,  0.97849,  0.85142,  0.00,  0.91887,  0.97752,  0.85239,  0.00,  0.92766,  0.97752,  0.85337,  0.00,  0.93646,  0.97654,  0.85435,  0.00,  0.94428,  0.97556,  0.85631,  0.00,  0.95112,  0.97458,  0.85924,  0.00,  0.95699,  0.97458,  0.86217,  0.00,  0.96188,  0.97361,  0.86608,  0.00,  0.96579,  0.97263,  0.86999,  0.00,  0.96872,  0.97165,  0.87292,  0.00,  0.97067,  0.97165,  0.87586,  0.00,  0.97263,  0.97067,  0.87586,  0.00
30,  0.89052,  0.97849,  0.87879,  0.00,  0.89052,  0.97849,  0.87879,  0.00,  0.89052,  0.97849,  0.87879,  0.00,  0.89052,  0.97849,  0.87879,  0.00,  0.89052,  0.97849,  0.87879,  0.00,  0.89052,  0.97849,  0.87879,  0.00,  0.89052,  0.97849,  0.87879,  0.00,  0.89052,  0.97849,  0.87879,  0.00,  0.8915,  0.97849,  0.87879,  0.00,  0.8915,  0.97849,  0.87879,  0.00,  0.8915,  0.97849,  0.87879,  0.00,  0.89247,  0.97849,  0.87879,  0.00,  0.89345,  0.97849,  0.87879,  0.00,  0.89443,  0.97849,  0.87879,  0.00,  0.89638,  0.97849,  0.87879,  0.00,  0.89834,  0.97849,  0.87879,  0.00,  0.90127,  0.97752,  0.87879,  0.00,  0.9042,  0.97752,  0.87879,  0.00,  0.90811,  0.97752,  0.87977,  0.00,  0.913,  0.97752,  0.87977,  0.00,  0.91887,  0.97654,  0.87977,  0.00,  0.92571,  0.97654,  0.88074,  0.00,  0.93157,  0.97556,  0.88074,  0.00,  0.93842,  0.97556,  0.88172,  0.00,  0.94526,  0.97458,  0.8827,  0.00,  0.95112,  0.97458,  0.88465,  0.00,  0.95601,  0.97361,  0.88661,  0.00,  0.95992,  0.97361,  0.88856,  0.00,  0.96383,  0.97263,  0.8915,  0.00,  0.96676,  0.97165,  0.89443,  0.00,  0.96872,  0.97165,  0.89736,  0.00,  0.97067,  0.97067,  0.89932,  0.00
31,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91202,  0.97654,  0.90127,  0.00,  0.91202,  0.97654,  0.90127,  0.00,  0.91202,  0.97654,  0.90127,  0.00,  0.913,  0.97654,  0.90127,  0.00,  0.91398,  0.97654,  0.90127,  0.00,  0.91496,  0.97654,  0.90127,  0.00,  0.91691,  0.97556,  0.90127,  0.00,  0.91887,  0.97556,  0.90127,  0.00,  0.92082,  0.97556,  0.90225,  0.00,  0.92375,  0.97556,  0.90225,  0.00,  0.92766,  0.97556,  0.90225,  0.00,  0.93157,  0.97458,  0.90225,  0.00,  0.93646,  0.97458,  0.90323,  0.00,  0.94135,  0.97458,  0.90323,  0.00,  0.94624,  0.97361,  0.9042,  0.00,  0.95112,  0.97361,  0.90518,  0.00,  0.95503,  0.97263,  0.90616,  0.00,  0.95894,  0.97263,  0.90714,  0.00,  0.96285,  0.97263,  0.90909,  0.00,  0.96481,  0.97165,  0.91105,  0.00,  0.96676,  0.97165,  0.913,  0.00,  0.96872,  0.97067,  0.91496,  0.00
32,  0.00,  0.00,  0.00098,  0.00,  0.00098,  0.00,  0.00098,  0.00,  0.00196,  0.00,  0.00098,  0.00,  0.00782,  0.00,  0.00098,  0.00,  0.02151,  0.00,  0.00098,  0.00,  0.04594,  0.00,  0.00196,  0.00,  0.07527,  0.00,  0.00196,  0.00,  0.10068,  0.00,  0.00196,  0.00,  0.13099,  0.00,  0.00293,  0.00,  0.16911,  0.00,  0.00293,  0.00,  0.21603,  0.00,  0.00391,  0.00,  0.2737,  0.00,  0.00489,  0.00,  0.34115,  0.00,  0.00587,  0.00,  0.41935,  0.00,  0.00782,  0.00,  0.51026,  0.00,  0.0088,  0.00,  0.6129,  0.00,  0.0088,  0.00,  0.72141,  0.00,  0.01173,  0.00,  0.826,  0.00,  0.02346,  0.00,  0.913,  0.00,  0.04399,  0.00,  0.98436,  0.00,  0.06843,  0.00,  1.00,  0.00,  0.09384,  0.00,  1.00,  0.00,  0.11241,  0.00,  1.00,  0.00,  0.11535,  0.00,  1.00,  0.00,  0.09971,  0.00,  1.00,  0.00,  0.13881,  0.00,  1.00,  0.24242,  0.1955,  0.00,  1.00,  0.38514,  0.26002,  0.00,  1.00,  0.50831,  0.33627,  0.00,  1.00,  0.61584,  0.42326,  0.00,  1.00,  0.70088,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81427,  0.68915,  0.00
33,  0.00,  0.00098,  0.00098,  0.00,  0.00,  0.00098,  0.00098,  0.00,  0.00293,  0.00098,  0.00098,  0.00,  0.00978,  0.00,  0.00098,  0.00,  0.02346,  0.00,  0.00196,  0.00,  0.04692,  0.00,  0.00196,  0.00,  0.07527,  0.00,  0.00196,  0.00,  0.10068,  0.00,  0.00196,  0.00,  0.13196,  0.00,  0.00293,  0.00,  0.17009,  0.00,  0.00293,  0.00,  0.21701,  0.00,  0.00391,  0.00,  0.27468,  0.00,  0.00489,  0.00,  0.34213,  0.00,  0.00684,  0.00,  0.42033,  0.00,  0.00782,  0.00,  0.51124,  0.00,  0.0088,  0.00,  0.6129,  0.00,  0.00978,  0.00,  0.72141,  0.00,  0.01271,  0.00,  0.826,  0.00,  0.02346,  0.00,  0.913,  0.00,  0.04399,  0.00,  0.98436,  0.00,  0.0694,  0.00,  1.00,  0.00,  0.09384,  0.00,  1.00,  0.00,  0.11241,  0.00,  1.00,  0.00,  0.11535,  0.00,  1.00,  0.00,  0.09971,  0.00,  1.00,  0.00,  0.13881,  0.00,  1.00,  0.24242,  0.1955,  0.00,  1.00,  0.38514,  0.26002,  0.00,  1.00,  0.50831,  0.33627,  0.00,  1.00,  0.61584,  0.42326,  0.00,  1.00,  0.70088,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81427,  0.68915,  0.00
34,  0.00,  0.00391,  0.00098,  0.00,  0.00,  0.00391,  0.00098,  0.00,  0.00196,  0.00391,  0.00098,  0.00,  0.00684,  0.00391,  0.00196,  0.00,  0.01955,  0.00293,  0.00196,  0.00,  0.04497,  0.00098,  0.00196,  0.00,  0.07429,  0.00,  0.00196,  0.00,  0.10068,  0.00,  0.00293,  0.00,  0.13196,  0.00,  0.00293,  0.00,  0.17107,  0.00,  0.00391,  0.00,  0.21799,  0.00,  0.00489,  0.00,  0.27566,  0.00,  0.00587,  0.00,  0.34213,  0.00,  0.00684,  0.00,  0.42033,  0.00,  0.00782,  0.00,  0.51222,  0.00,  0.0088,  0.00,  0.61388,  0.00,  0.00978,  0.00,  0.72239,  0.00,  0.01271,  0.00,  0.82698,  0.00,  0.02444,  0.00,  0.91398,  0.00,  0.04497,  0.00,  0.98436,  0.00,  0.0694,  0.00,  1.00,  0.00,  0.09384,  0.00,  1.00,  0.00,  0.11241,  0.00,  1.00,  0.00,  0.11535,  0.00,  1.00,  0.00,  0.09971,  0.00,  1.00,  0.00,  0.13881,  0.00,  1.00,  0.24242,  0.1955,  0.00,  1.00,  0.38514,  0.26002,  0.00,  1.00,  0.50831,  0.33627,  0.00,  1.00,  0.61584,  0.42326,  0.00,  1.00,  0.70088,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81427,  0.68915,  0.00
